Name,QUAI 2 expedition:   u17 Ther Air,QUAI 2 expedition:   U77 Ther Air B,SAS 3 huile:   u17 Ther Air,SAS 2 frais:   u17 Ther Air,SAS 1 stockage:   u17 Ther Air,CF NEG Evap 1 et 2:   u09 S5 Temperature,CF NEG Evap 1 et 2:   U82 EEV OD % B,CF NEG Evap 1 et 2:   u23 EEV OD %,CF NEG Evap 1 et 2:   u75 S5 Temperature B,CF NEG Evap 1 et 2:   u17 Ther Air,QUAI 1 reception:   u17 Ther Air,CF POSITIVE:   u17 Ther Air,DGS combles negative:   Gas Level ppm,DGS combles negative:   Gas Level %,DGS 2 combles milieu:   Gas Level ppm,DGS 3 combles quai 2:   Gas Level ppm,GAS COOLER:   Q06 Fan running,GAS COOLER:   P15 % fan for digita,GAS COOLER:   SD4 Mode expert,GAS COOLER:   A07 S4_Exch_AirOutle,GAS COOLER:   S02 % ventilation ma,GAS COOLER:   CF8 Sonde Sc4 T air,GAS COOLER:   Se2 Vitesse Min,GAS COOLER:   A03 Sc3_Outside_Temp,GAS COOLER:   ON  On/Off,GAS COOLER:   A05 External_Referen,GAS COOLER:   S07 Temp exterieure,GAS COOLER:   S06 Temp exterieure,AKPC ROUBY:   Pc,AKPC ROUBY:   Sgc,AKPC ROUBY:   Prec,AKPC ROUBY:   Condenser speed 1,AKPC ROUBY:   Cond. ctrl.,AKPC ROUBY:   Control sensor,AKPC ROUBY:   Trec,AKPC ROUBY:   Superheat MT,AKPC ROUBY:   Suction temp. To-LT,AKPC ROUBY:   Pc,AKPC ROUBY:   Po-MT,AKPC ROUBY:   Tc,AKPC ROUBY:   Po-BT,AKPC ROUBY:   Tc-LT,AKPC ROUBY:   Ss-BT,AKPC ROUBY:   Cond. control status,AKPC ROUBY:   Pgc,AKPC ROUBY:   Cond. temp.,AKPC ROUBY:   V3tw,AKPC ROUBY:   Tw pump speed,AKPC ROUBY:   Sd-MT,AKPC ROUBY:   Liq inj suc line IT,AKPC ROUBY:   Tw pump running,AKPC ROUBY:   Shp,AKPC ROUBY:   Stw8,AKPC ROUBY:   Suction temp. To-MT,AKPC ROUBY:   Heat reclaim state
Units,degc,degc,degc,degc,degc,degc,%,%,degc,degc,degc,degc,,%,,,,%,,,%,,%,,,,degc,degc,Bar,degc,Bar,%,degc,,degc,degc,degc,Bar,Bar,degc,Bar,degc,degc,,Bar,degc,,%,degc,,,degc,degc,degc,
Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sample Rate,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min
 20:44:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.28,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,42.00,-5.28,0
 20:45:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.28,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,42.00,-5.28,0
 20:46:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.61,48,33,-20.50,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,42.00,-5.28,0
 20:47:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.61,48,33,-20.50,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,42.00,-5.28,0
 20:48:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.11,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,41.89,-5.28,0
 20:49:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.11,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,41.89,-5.28,0
 20:50:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.39,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,41.89,-5.28,0
 20:51:00  18/12/2023,11.72,11.89,10.39,2.00,8.39,-20.50,48,33,-20.39,-20.22,10.89,1.28,634,3.10,470,548,1,3.00,0,3276.70,95.00,0,7.00,28.80,0,2.50,15.00,35.00,62.17,22.11,38.46,8.20,22.33,0,5.50,19.61,-27.33,61.60,29.28,24.28,14.27,-5.28,-13.89,11,61.34,22.67,0,0.00,80.61,0,0,24.22,41.89,-5.28,0
 20:52:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,48,32,-20.50,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.78,-4.61,0
 20:53:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,48,32,-20.50,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.78,-4.61,0
 20:54:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.50,47,33,-20.28,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.78,-4.61,0
 20:55:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.50,47,33,-20.28,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.78,-4.61,0
 20:56:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,46,32,-20.50,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.67,-4.61,0
 20:57:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,46,32,-20.50,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.67,-4.61,0
 20:58:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,46,32,-20.11,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.56,-4.61,0
 20:59:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.61,46,32,-20.11,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.56,-4.61,0
 21:00:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.50,46,32,-20.39,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.50,-4.61,0
 21:01:00  18/12/2023,11.61,11.89,10.39,1.61,8.39,-20.50,46,32,-20.39,-20.22,10.89,1.78,635,3.10,467,545,1,3.00,0,3276.70,95.00,0,7.00,28.50,0,9.90,15.00,35.00,62.80,22.56,38.64,4.20,22.44,0,5.44,19.61,-27.28,62.04,28.39,24.78,14.31,-4.06,-13.83,11,62.69,22.17,0,0.00,79.83,0,0,25.06,41.50,-4.61,0
 21:02:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,46,32,-20.50,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.50,-5.67,0
 21:03:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,46,32,-20.50,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.50,-5.67,0
 21:04:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,46,32,-20.22,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.50,-5.67,0
 21:05:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,46,32,-20.22,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.50,-5.67,0
 21:06:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,32,-20.39,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.39,-5.67,0
 21:07:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,32,-20.39,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.39,-5.67,0
 21:08:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,46,32,-20.39,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.33,-5.67,0
 21:09:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,46,32,-20.39,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.33,-5.67,0
 21:10:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,45,32,-20.28,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.22,-5.67,0
 21:11:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,45,32,-20.28,-20.22,10.89,1.72,615,3.00,454,552,1,3.00,0,3276.70,95.00,0,7.00,29.60,0,5.60,15.00,35.00,61.99,22.61,38.90,8.60,22.00,0,5.56,17.78,-27.28,62.50,29.24,24.67,14.30,-5.11,-13.83,11,61.05,22.67,0,0.00,80.06,0,0,24.39,41.22,-5.67,0
 21:12:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,33,-20.50,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.17,-5.22,0
 21:13:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,33,-20.50,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.17,-5.22,0
 21:14:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,46,33,-20.11,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.11,-5.22,0
 21:15:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,46,33,-20.11,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.11,-5.22,0
 21:16:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,33,-20.39,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.06,-5.22,0
 21:17:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,33,-20.39,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.06,-5.22,0
 21:18:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,32,-20.50,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.00,-5.22,0
 21:19:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.61,45,32,-20.50,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.00,-5.22,0
 21:20:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,45,32,-20.28,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.00,-5.22,0
 21:21:00  18/12/2023,11.61,11.89,10.39,1.00,8.39,-20.50,45,32,-20.28,-20.22,10.78,1.28,624,3.10,457,553,0,3.00,0,3276.70,95.00,0,7.00,28.80,0,6.40,15.00,35.00,60.82,22.39,39.11,0.70,22.17,0,5.89,19.72,-27.33,62.36,28.52,24.72,14.28,-5.50,-13.83,11,62.84,22.33,0,0.00,79.28,0,0,23.78,41.00,-5.22,0
 21:22:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.61,44,32,-20.39,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.89,-5.33,0
 21:23:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.61,44,32,-20.39,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.89,-5.33,0
 21:24:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,44,32,-20.11,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.78,-5.33,0
 21:25:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,44,32,-20.11,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.78,-5.33,0
 21:26:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,44,32,-20.39,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.78,-5.33,0
 21:27:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,44,32,-20.39,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.78,-5.33,0
 21:28:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.61,44,31,-20.50,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.72,-5.33,0
 21:29:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.61,44,31,-20.50,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.72,-5.33,0
 21:30:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,43,32,-20.22,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.67,-5.33,0
 21:31:00  18/12/2023,11.61,11.78,10.39,2.00,8.39,-20.50,43,32,-20.22,-20.22,10.78,1.78,619,3.10,460,548,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,5.20,15.00,35.00,61.93,22.28,38.93,6.20,22.22,0,5.78,23.11,-27.44,62.42,29.23,24.78,14.20,-4.89,-13.56,11,61.36,22.50,0,0.00,80.39,0,0,24.61,40.67,-5.33,0
 21:32:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,43,32,-20.39,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.56,-4.50,0
 21:33:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,43,32,-20.39,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.56,-4.50,0
 21:34:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,43,31,-20.22,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.50,-4.50,0
 21:35:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,43,31,-20.22,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.50,-4.50,0
 21:36:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.50,42,31,-20.39,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.50,-4.50,0
 21:37:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.50,42,31,-20.39,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.50,-4.50,0
 21:38:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,42,31,-20.50,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.39,-4.50,0
 21:39:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.61,42,31,-20.50,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.39,-4.50,0
 21:40:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.50,43,31,-20.11,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.33,-4.50,0
 21:41:00  18/12/2023,11.61,11.78,10.50,1.50,8.39,-20.50,43,31,-20.11,-20.22,10.72,2.00,615,3.00,461,549,1,3.00,0,3276.70,95.00,0,7.00,28.30,0,7.70,15.00,35.00,61.87,22.61,38.89,3.40,22.28,0,5.72,20.72,-27.33,63.18,28.53,25.61,14.27,-4.44,-13.83,11,62.50,22.17,0,0.00,78.67,0,0,24.83,40.33,-4.50,0
